Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,28.709999084472656,29.079999923706055,28.520000457763672,28.719999313354492,27.530488967895508,672600
2020-01-02,28.959999084472656,28.959999084472656,27.549999237060547,27.68000030517578,26.533565521240234,1418300
2020-01-03,27.43000030517578,27.850000381469727,27.1299991607666,27.299999237060547,26.169301986694336,1028200
2020-01-06,27.049999237060547,28.799999237060547,26.809999465942383,28.739999771118164,27.549663543701172,1597200
2020-01-07,28.40999984741211,29.219999313354492,28.350000381469727,29.200000762939453,27.990610122680664,1209100
2020-01-08,29.059999465942383,29.559999465942383,28.450000762939453,29.170000076293945,27.961854934692383,1097200
2020-01-09,28.93000030517578,29.1299991607666,27.770000457763672,29.079999923706055,27.875579833984375,949800
2020-01-10,29.139999389648438,29.489999771118164,28.860000610351562,29.079999923706055,27.875579833984375,960100
2020-01-13,29.0,30.440000534057617,28.399999618530273,30.059999465942383,28.814990997314453,1926200
2020-01-14,30.0,30.280000686645508,29.280000686645508,29.860000610351562,28.623275756835938,2147300
2020-01-15,29.31999969482422,29.93000030517578,29.299999237060547,29.649999618530273,28.421972274780273,998700
2020-01-16,30.110000610351562,30.350000381469727,28.469999313354492,28.780000686645508,27.5880069732666,1161600
2020-01-17,29.020000457763672,29.15999984741211,27.950000762939453,28.299999237060547,27.127885818481445,1054400
2020-01-21,27.65999984741211,27.90999984741211,27.040000915527344,27.489999771118164,26.3514347076416,1202000
2020-01-22,27.600000381469727,27.709999084472656,26.90999984741211,27.06999969482422,25.948827743530273,851100
2020-01-23,26.93000030517578,27.110000610351562,26.1299991607666,26.75,25.64208221435547,1061100
2020-01-24,27.149999618530273,28.06999969482422,26.65999984741211,27.860000610351562,26.70611000061035,1703300
2020-01-27,27.290000915527344,27.780000686645508,27.260000228881836,27.579999923706055,26.437705993652344,1088500
2020-01-28,27.850000381469727,28.299999237060547,27.450000762939453,28.100000381469727,26.936168670654297,1084200
2020-01-29,28.25,28.899999618530273,28.200000762939453,28.270000457763672,27.0991268157959,989800
2020-01-30,28.0,28.34000015258789,27.360000610351562,27.68000030517578,26.533565521240234,663800
2020-01-31,27.649999618530273,27.649999618530273,26.81999969482422,27.059999465942383,25.939241409301758,1046600
2020-02-03,27.149999618530273,28.40999984741211,26.709999084472656,28.1299991607666,26.96492576599121,1158600
2020-02-04,28.489999771118164,28.690000534057617,27.0,27.65999984741211,26.514394760131836,1072900
2020-02-05,27.959999084472656,29.110000610351562,27.84000015258789,28.280000686645508,27.108715057373047,1367000
2020-02-06,28.40999984741211,28.489999771118164,27.760000228881836,27.969999313354492,26.811553955078125,911500
2020-02-07,27.639999389648438,27.690000534057617,26.809999465942383,27.200000762939453,26.07344627380371,724400
2020-02-10,27.170000076293945,27.649999618530273,26.979999542236328,27.600000381469727,26.456878662109375,737000
2020-02-11,27.719999313354492,27.8799991607666,27.0,27.25,26.121374130249023,736800
2020-02-12,27.600000381469727,27.68000030517578,26.15999984741211,26.889999389648438,25.776283264160156,1388500
2020-02-13,26.780000686645508,27.059999465942383,25.760000228881836,25.790000915527344,24.721845626831055,1022600
2020-02-14,25.799999237060547,25.940000534057617,25.030000686645508,25.65999984741211,24.597227096557617,1286300
2020-02-18,25.530000686645508,25.950000762939453,25.34000015258789,25.690000534057617,24.625986099243164,753300
2020-02-19,25.739999771118164,25.940000534057617,25.290000915527344,25.65999984741211,24.597227096557617,692700
2020-02-20,25.700000762939453,26.149999618530273,25.6200008392334,25.920000076293945,24.846460342407227,1026500
2020-02-21,25.709999084472656,25.90999984741211,25.09000015258789,25.40999984741211,24.357582092285156,1336000
2020-02-24,24.489999771118164,25.31999969482422,24.219999313354492,25.079999923706055,24.041250228881836,2108500
2020-02-25,25.139999389648438,25.209999084472656,24.229999542236328,24.809999465942383,23.782434463500977,1519200
2020-02-26,24.860000610351562,24.959999084472656,22.760000228881836,22.790000915527344,21.84609603881836,1665800
2020-02-27,22.219999313354492,22.739999771118164,20.649999618530273,22.440000534057617,21.510591506958008,3346000
2020-02-28,15.069999694824219,17.40999984741211,14.75,15.8100004196167,15.155189514160156,10373700
2020-03-02,16.389999389648438,17.1299991607666,15.899999618530273,17.1200008392334,16.410934448242188,4690300
2020-03-03,17.3799991607666,17.889999389648438,16.510000228881836,17.639999389648438,16.90939712524414,3628700
2020-03-04,17.75,18.059999465942383,17.209999084472656,18.059999465942383,17.312000274658203,2692500
2020-03-05,17.729999542236328,17.790000915527344,16.18000030517578,16.610000610351562,15.922057151794434,1909100
2020-03-06,17.18000030517578,18.889999389648438,16.65999984741211,17.770000457763672,17.034011840820312,3313800
2020-03-09,16.639999389648438,17.829999923706055,16.309999465942383,17.190000534057617,16.47803497314453,1875400
2020-03-10,17.860000610351562,18.229999542236328,16.43000030517578,17.479999542236328,16.75602149963379,2088900
2020-03-11,16.959999084472656,17.420000076293945,16.31999969482422,16.709999084472656,16.017913818359375,1350400
2020-03-12,15.40999984741211,16.059999465942383,12.300000190734863,13.079999923706055,12.538259506225586,2541400
2020-03-13,13.8100004196167,14.1899995803833,12.319999694824219,14.109999656677246,13.525599479675293,1915200
2020-03-16,12.510000228881836,13.260000228881836,10.130000114440918,10.640000343322754,10.199317932128906,2470300
2020-03-17,10.880000114440918,13.680000305175781,10.260000228881836,13.670000076293945,13.1038236618042,2879400
2020-03-18,12.739999771118164,13.640000343322754,10.149999618530273,11.0,10.544408798217773,2560400
2020-03-19,10.75,13.569999694824219,10.170000076293945,12.979999542236328,12.791252136230469,2402100
2020-03-20,13.0,13.449999809265137,11.65999984741211,12.100000381469727,11.924050331115723,1682400
2020-03-23,12.079999923706055,12.380000114440918,11.010000228881836,11.609999656677246,11.441174507141113,2032600
2020-03-24,12.109999656677246,15.550000190734863,11.869999885559082,15.40999984741211,15.185917854309082,2598800
2020-03-25,16.030000686645508,17.299999237060547,14.170000076293945,14.279999732971191,14.072349548339844,2171000
2020-03-26,14.539999961853027,14.84000015258789,13.210000038146973,13.4399995803833,13.244564056396484,1997000
2020-03-27,13.369999885559082,13.420000076293945,12.479999542236328,12.970000267028809,12.78139877319336,1611600
